idx,question,category,true_answer,model_answer,accuracy,confidence
88475,"'When I tempted them with candy if they worked hard, my students bit the hooks & went to do this'",FIND THE SPOONERISM,hit the books,"What is ""wicked poets""?",0,0.9
48035,"'Called John Dryden's best comedy, his play about intrigue & adultery is titled ""Marriage A La"" this'",ENGLISH LITERATURE,A La Mode,What is Marriage A La Mode?,0,0.95
157980,'Bertie Ahern was a lord mayor in this country before becoming its youngest prime minister',FOREIGN MAYORS,Ireland,What is Ireland?,1,1.0
112069,"'Incidentally, ""The Incident"" was the first feature film for this actor, Charlie & Emilio's dad'",FEATURE FILM DEBUTS,Martin Sheen,Who is Martin Sheen?,1,0.9
67492,'Chief of Staff of Vichy France 1940-1944',FORMER BIGWIGS,Henri Marshal Petain,Who was Pierre Laval?,0,0.9
191484,'A 1974 scandal led to the end of Willy Brandt's career as the popular chancellor of this country',HISTORIC POLITICAL SCANDALS,West Germany,What is Germany?,1,0.9
3123,"'Author of ""3001: The Final Odyssey""'",AN ARTHUR BEE,Arthur C. Clarke,Who is Arthur C. Clarke?,1,0.9
17967,"'(<a href=""http://www.j-archive.com/media/2009-10-07_DJ_20.wmv"">Sarah of the Clue Crew shows an animation of conic sections on the monitor.</a>)  A cut parallel to the base of a cone gives us a circle; an angular cut above the base creates an ellipse; & an angular cut through the base makes this shape'",THE SHAPE OF THINGS TO COME,a parabola,What is a parabola?,1,0.85
109639,"'3-letter word that begins the titles of all 3 Best Picture winners of 1930, 1949 & 1950'",STUPID ANSWERS,All,"What is ""What""? (The titles of the Best Picture winners were ""All Quiet on the Western Front"" (1930), ""All the King's Men"" (1949), and ""All About Eve"" (1950). Each of the titles begins with the word ""All,"" which is a three-letter word that means ""what"" or ""whatever."")",1,1.0
33216,"'This Mississippian, known for her love of the South, won a Pulitzer Prize for ""The Optomist's Daughter""'",LITERATURE,Eudora Welty,Who is Eudora Welty?,1,1.0
59637,"'Less than 3 years after his debates with Lincoln, he died of typhoid fever'",19TH CENTURY POLITICIANS,Stephen Douglas,Who is Stephen A. Douglas?,1,0.95
64382,"'This element's name comes from the Greek word for ""color"", because of the many colors of its compounds'",ELEMENTAL ETYMOLOGIES,chromium,What is chromium?,1,0.6
65733,'An orbiter destined for this planet was lost in 1999 due to confusion between metric & American measurements',(WHOOPS),Mars,What is Mars?,1,1.0
118483,'This German astronomer born in 1571 was the 1st to explain how the planets move around the sun',SCIENTISTS,Johannes Kepler,Who is Johannes Kepler?,1,1.0
53248,"'This adjective means ""pertaining to the throat""; it can describe a type of cry'","THE ""G""-8",guttural,"What is ""Guttural""?",1,0.95
105421,"'The Lilliputians called this Jonathan Swift character Quinbus Flestrin, which means ""Great Man-Mountain""'",LITERARY CLASSICS,Gulliver,Who is Gulliver?,1,1.0
13477,"'3-word phrase for ""a person not acceptable"" to the host country as the head of a diplomatic mission'",LATIN LEGAL TERMS,persona non grata,What is persona non grata?,1,0.95
30528,"'From this duo's classic routine: ""Who's on first?"" ""Yes."" ""I mean the fellow's name."" ""Who."" ""The guy on first."" ""Who""'",BITS,Abbott and Costello,Who are Bud Abbott and Lou Costello?,1,1.0
214256,'The 3 members of pop music's Bee Gees',THREE ON A MATCH,"Barry, Robin & Maurice","Who are Barry, Robin, and Maurice?",1,1.0
57898,"'In 1998 this former ""Entertainment Tonight"" host apppeared on boxes of Kellogg's Oat Bran Flakes'",PEOPLE,John Tesh,Who is Mary Hart?,0,0.95
180020,"'""Bleak House"" begins on a murky afternoon in this city, with ""fog everywhere""'",NOVEL SETTINGS,London,What is London?,1,1.0
36770,"'Richard III had a white boar on his flag; Louis XII, a porcupine; & Louis XIV, a radiating one of these'",LET'S RUN IT UP THE FLAGPOLE,a sun,What is a sun?,1,0.8
43758,"'The video slot <a href=""http://www.j-archive.com/media/2001-02-09_J_23.jpg"" target=""_blank"">seen here</a> is based on this TV show'",CELEBRITY SLOT MACHINES,"""I Dream of Jeannie""","What is ""Wheel of Fortune""?",0,0.95
71700,"'Anne Rampling & A.N. Roquelaure ""chronicle"" her pen names'",PEN NAMES,Anne Rice,Who is Anne Rice?,1,1.0
45861,'Goods or cargo transported commercially',E BEFORE I,freight,"What is ""freight""?",1,0.9
92452,"'With help from Matchbox 20's Rob Thomas, he topped the charts with the song ""Smooth""'",POP GOES THE MUSIC,Carlos Santana,Who is Santana?,1,1.0
196856,"'Ye Olde Trip To Jerusalem claims to be the oldest of these in Britain, so bottoms up to it'",THE QUEEN'S ENGLISH,pub,What is the oldest pub in Britain?,1,0.99
188038,"'For a short time in the 1950s, La Plata, Argentina was named for her'",CITIES,Eva Peron,Who is Eva Perón?,1,0.95
181862,"'To protect children, in 1977 the government banned the use of lead in this substance on walls in the home'",LEAD OR NO LEAD,paint,What is paint?,1,1.0
32086,'A South African frog favors the arum type rather than the water type of this plant',AMPHIBIANS,a lily,What is a lily pad?,0,1.0
214694,'This U.S. government scholarship program named for a senator began in 1946',"STAGE ""RIGHT""",Fulbright,What is the Fulbright scholarship program?,1,0.95
90584,"'By 1959, after just 11 years in business, it was the world's leading motorcycle manufacturer'",JAPAN,Honda,What is Honda?,1,0.9
198520,"'Introduced in 1944, this company's ME262 was the first jet combat plane'",IT'S A PLANE!,Messerschmitt,What is Messerschmitt?,1,0.9
43707,"'Mukesh Ambani's $1 billion home, the world's most expensive, lies on the Arabian Sea in this largest Indian city'",HUMBLE & NOT-HUMBLE ABODES,Bombay (or Mumbai),What is Mumbai?,1,1.0
159756,"'In 1682 La Salle said, ""Laissez les bon temps rouler"" as he claimed this North American territory for France'",TOTALLY 1680s!,Louisiana,What is Louisiana?,1,0.95
44897,"'In ""Paradiso"" Dante is queried by St. James about hope; by St. John about charity; & by St. Peter about this'",GET MEDIEVAL,faith,What is Faith?,1,0.7
78917,"'It's how Lincoln ""addressed"" the number of years between 1776 & 1863'",HISTORIC NUMBERS,"""Four score and seven...""",What is the Gettysburg Address?,1,1.0
197602,"'The Gulf of Finland, which freezes over for several months during winter, is the easternmost arm of this sea'",COOL PLACES TO GO,the Baltic,What is the Baltic Sea?,1,1.0
48722,"'This Super Mario raced from 1959 to 2000, winning 4 Champ Car titles'",MOTORIN',Mario Andretti,Who is Mario Andretti?,1,1.0
58290,"'Winning for Best Supporting Actress, she called Jon Voight ""A great actor, but a better father""'",THE OSCARS,Angelina Jolie,Who is Angelina Jolie?,1,1.0
149975,"'The first scene of this composer's ""Das Rheingold"" takes place at the bottom of the Rhine'",OPERA,Richard Wagner,Who is Richard Wagner?,1,0.9
128421,'A moist 3-layer cake:<br />Lord or Lady ___',CITY FOODS,Baltimore,What is Baltimore?,1,0.9
186483,'Because John J. Raskob of GM wanted to outdo Walter Chrysler in skyscraper building',WHYS,Why was the Empire State Building built to the height it was built?,What is the reason for the construction of the Empire State Building?,0,0.99
61893,'Wooden bane of a vampire',SOUNDS LIKE FOOD,stake,What is a steak?,0,0.9
101685,'Taxpayers will have to share the burden of bailing out more than 500 of these insolvent institutions',MONEY,Savings & Loans,What are banks?,0,1.0
105158,"'Elsa Schiaparelli was influenced by this art movement & even designed the ""tear dress"" with Dali'",FASHION,Surrealism,What is the Surrealist art movement?,1,0.95
198116,'This famous Moscow ballet company's roots go back to 1776',1776,Bolshoi,What is the Bolshoi Ballet?,1,0.8
19108,"'The first character Alice meets in Wonderland, he wears a waistcoat & a pocket watch'",CHILDREN'S LITERATURE,The White Rabbit,Who is the White Rabbit?,1,1.0
96864,'Examples include Xanax & Valium',"""TRAN""SITION",tranquilizers,What are types of tranquilizers?,1,1.0
82210,"'This man's Viennese office is the setting for ""A Far Country""'",HISTORICAL DRAMAS,Sigmund Freud,Who is Sigmund Freud?,1,0.85
76950,"'Between 1937 & 1942, he successfully defended his heavyweight title 21 times'",HEAVYWEIGHT CHAMPS,Joe Louis,Who is Joe Louis?,1,0.95
68888,'Composer Jean-Baptiste Lully brought this French country dance to Louis XIV's court',17th CENTURY ARTS,Minuet,What is a minuet?,1,0.95
179266,"'Prince Charles is this to the throne of England, meaning when Mom dies he gets it'","FOR ""RENT""",Heir apparent,"What is ""next in line""?",0,0.9
102998,"'Last name of 2 presidents, or a small cluster of shrubs appearing as a single plant'",SOME CHOICE 4-LETTER WORDS,Bush,What is bush?,1,1.0
40060,'Mourning &<br />Seychelles turtle',ANIMAL TYPES,doves,What are two species of turtles?,0,1.0
66329,'Order of the Rising Sun',COUNTRIES' MEDALS & DECORATIONS,Japan,What is Japan?,1,1.0
183540,"'This international river flows past Alamosa, Colorado & Brownsville, Texas on its way to the Gulf of Mexico'",RIVER CITIES,Rio Grande,What is the Rio Grande?,1,1.0
115168,"'""Famished Cardiac Organ""'",SPRINGSTEEN SONGS IN OTHER WORDS,"""Hungry Heart""","What is ""Hungry Heart""?",1,1.0
128587,"'The 2 major contributions of the Olmecs, the mother culture of Mesoamerica, were writing & this time tracker'",ANCIENT AMERICANS,Calendar,What is the Calendar?,1,0.9
186962,"'He didn't strike it rich in the 1897 Klondike gold rush, but he did use the experience in works like ""Son of the Wolf""'",MINER CLASSICS,(Jack) London,Who is Jack London?,1,0.95
169233,"'This gay, often conservative british-born pundit serves up the blog ""The Daily Dish""'",IT'S ANDREW!,(Andrew) Sullivan,Who is Andrew Sullivan?,1,1.0
30242,"'Crowds in Romania & Bulgaria celebrated as their nations became the 26th & 27th in this org. Jan 1, 2007'",HAPPY NEW YEAR,the European Union,What is the European Union?,1,0.9
181686,"'In his will he called himself a ""printer"" & ""late minister plenipotentiary"" to the court of France'",WHERE THERE'S A WILL....,Benjamin Franklin,Who is Benjamin Franklin?,1,0.9
57951,"'Its unofficial lyrics include:<br />""Day is done,<br />gone the sun,<br />from the lake,<br />from the hill,<br />from the sky""'",BUGLE CALLS,"""Taps""",What is Taps?,1,0.9
77726,"'Famous works in this NYC museum include Rousseau's ""The Dream"" & Mondrian's ""Broadway Boogie Woogie""'",ART-FULL,MOMA (Museum of Modern Art),What is the Museum of Modern Art (MoMA)?,1,0.9
52663,"'This Van Halen tune says, ""Think of all the education that I missed"" & ""My homework was never...like this""'",PROFESSIONS IN SONG,"""Hot For Teacher""","What is ""Hot for Teacher""?",1,0.95
201467,"'A medical award went to a ""penetrating... report"" on this alliterative sideshow act ""& its side effects""'",THE IG NOBEL PRIZE,sword swallowing,What is the human sword-swallowing act and its gastrointestinal consequences?,1,0.8
119848,'This senator nicknamed Di Fi could have her eye on the White House pie',MADAM PRESIDENT?,Dianne Feinstein,Who is Dianne Feinstein?,1,0.9
133370,'In 1919 this French premier helped negotiate the Treaty of Versailles',LET GEORGES DO IT,Georges Clemenceau,Who is Georges Clemenceau?,1,1.0
122278,"'(<a href=""http://www.j-archive.com/media/2008-10-13_J_26.wmv"">Jon of the Clue Crew reports from the firing range at the Marine Corps Base at Quantico, VA.</a>) Each year, Marines must score 250 out of 350 on a point scale to qualify as this type of ""man""'",THE U.S. MARINE CORPS,a marksman,What is a Rifleman?,0,0.95
118402,"'A lot of visitors to this country fly LOT, its national airline, to cities like Poznan & Szezecin'",WORLD TRAVEL,Poland,What is Poland?,1,1.0
113780,"'Don't get ""Nervous""; it's the only numerical Rolling Stones Top 10 hit'",ROCK 'N' POP,"""19th Nervous Breakdown""","What is ""19th Nervous Breakdown""?",1,1.0
103349,"'(<a href=""http://www.j-archive.com/media/2009-06-16_DJ_25.wmv"">Jimmy of the Clue Crew reports from the Bruges Lace Center in Belgium.</a>)  Also known as pillow lace, this popular type of lace made here in Bruges is named for the <a href=""http://www.j-archive.com/media/2009-06-16_DJ_25a.jpg"" target=""_blank"">implement</a> around which the thread is wound'",LACE,a bobbin,What is bobbin lace?,1,1.0
182373,'In 1988 this prescription acne cream was found to reverse the effects of sun-induced wrinkles',MEDICINES,Retin-A,What is Retin-A?,1,0.95
126807,"'In a Beatles hit, the title words preceding ""Work It Out""'",LEANN RHYMES?,We Can,"What is ""She Loves You""?",0,1.0
116213,"'To prove Newton's Third Law worked in space, Goddard built one of these in his lab to test his rockets in'","OH, GOOD GODDARD!",vacuum,What is a vacuum chamber?,1,0.9
150719,'This woman who makes being a CIA officer exciting on TV recorded a recruitment video for the agency',WOMEN ON TV,Jennifer Garner,"Who is Carrie Mathison, played by Claire Danes, on the TV show ""Homeland""?",0,0.95
124141,'Every spring the Toyota Grand Prix races through the downtown streets of this city',SO. CAL.,Long Beach,What is Long Beach?,1,1.0
61435,"'This detective solved 1892's ""The Adventure of the Blue Carbuncle"", but didn't have the guilty party arrested'",BLUE LITERATURE,Sherlock Holmes,Who is Sherlock Holmes?,1,0.99
27717,'It's the smaller of the 2 countries on the Iberian Peninsula',COUNTRIES,Portugal,What is Andorra?,0,0.95
201406,'The first Olympics at which the song could be played as our official national anthem were held in 1932 in this country',A STAR-SPANGLED BANNER QUIZ,USA (Lake Placid),What is the United States of America?,1,0.99
81907,'In front of<br />(6 letters)',"THE FINAL ""FORE""",before,"What is ""ahead""?",0,1.0
54067,"'<a href=""http://www.j-archive.com/media/2005-04-28_DJ_01.jpg"" target=""_blank"">This</a> eminent lady was born in 1819'","""V""",Queen Victoria,Who is Queen Victoria?,1,0.95
182015,"'Only about 1 inch long at birth, a newborn kangaroo is called this, also British slang for a threepenny piece'","A PENGUIN, A YAK & A KANGAROO",a joey,What is a joey?,1,1.0
141860,"'Anthropophagy, another term for this practice, can really leave your bad taste in my mouth'",-ISMS,cannibalism,What is cannibalism?,1,1.0
19356,"'Part III of this 1742 oratorio begins with the aria ""I Know That My Redeemer Liveth""'",CLASSICAL MUSIC,Messiah,What is Messiah by George Frideric Handel?,1,0.9
53484,"'<a href=""http://www.j-archive.com/media/2006-07-19_DJ_29.jpg"" target=""_blank"">She</a>'s the North American political wife seen <a href=""http://www.j-archive.com/media/2006-07-19_DJ_29a.jpg"" target=""_blank"">here</a> consorting with royalty'",NAMES OF THE '70s,Margaret Trudeau,Who is Margaret Trudeau?,1,0.9
69529,"'Henny Youngman began his career as a violinist playing the ""Borscht Belt"" in these N.Y. mountains'","THE ""CAT""",the Catskills,What are the Catskill Mountains?,1,1.0
5670,"'His passing came in Buffalo, New York from gunshot wounds'",PRESIDENTIAL FINAL MOMENTS,McKinley,Who is President William McKinley?,1,0.99
166802,"'Angelina & this ""Gone in 60 Seconds"" co-star both went to Beverly Hills H.S.; both also have Oscars'",ANGELINA JOLIE,Nicolas Cage,Who is Nicolas Cage?,1,1.0
108870,"'Shadrach,<br />Meshach,<br />_____'",RIGHT HAND MEN,Abednego,Who is Abednego?,1,1.0
97658,"'This South Carolinian wasn't on the ballot for a U.S. senator in 1954, but won as a write-in'",THAT'S A FACT!,(Strom) Thurmond,Who is Strom Thurmond?,1,0.9
45889,"'It routes high voltage in the correct order for firing the spark plugs, so check its cap for burns'",WORKING ON MY CLASSIC CAR,the distributor,What is the distributor?,1,1.0
181079,'In 1988 a Greek cyclist pedaled 74 miles across the Aegean in an aircraft named for this father of Icarus',AVIATION,Daedalus,What is Daedalus?,1,1.0
146225,"'This ""Peanuts"" character got a sister named Sally in 1959'",THE COMICS,Charlie Brown,Who is Charlie Brown?,1,0.9
115182,'The hyphenated economic theory that cutting taxes can actually boost revenue',"""S""-ENTIAL KNOWLEDGE",supply-side,What is supply-side economics?,1,0.9
